12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,34.0,11.0,2683.0,3.0,38.0,15.0,3036.0,0.0,12.0,4.0,697.0,23,Huddersfield Town,Premier League,right,190.0,Steve Mounié,Benin  France,CF
2.0,20.0,6.0,1370.0,12.0,35.0,6.0,2516.0,1.0,32.0,6.0,2222.0,0.0,10.0,0.0,269.0,4.0,48.0,13.0,3980.0,1.0,18.0,0.0,1350.0,25,Huddersfield Town,Premier League,right,178.0,Elias Kachunga,Congo DR  Germany,CF
4.0,38.0,15.0,2989.0,7.0,37.0,10.0,2915.0,9.0,40.0,14.0,3288.0,5.0,47.0,16.0,3958.0,1.0,16.0,3.0,824.0,1.0,15.0,3.0,1014.0,29,Huddersfield Town,Premier League,right,191.0,Laurent Depoitre,Belgium,CF
3.0,16.0,2.0,1147.0,2.0,15.0,2.0,785.0,3.0,28.0,6.0,1770.0,0.0,16.0,2.0,483.0,7.0,38.0,11.0,2381.0,1.0,10.0,0.0,409.0,26,Huddersfield Town,Premier League,,191.0,Collin Quaner,Germany  Ghana,CF
3.0,36.0,7.0,1575.0,14.0,39.0,7.0,3043.0,7.0,33.0,5.0,2181.0,18.0,43.0,7.0,3408.0,9.0,34.0,7.0,1925.0,4.0,19.0,1.0,1028.0,27,Juventus FC,Serie A,left,172.0,Douglas Costa,Brazil,W
1.0,17.0,2.0,909.0,7.0,33.0,7.0,2647.0,6.0,47.0,14.0,3211.0,6.0,42.0,12.0,2924.0,1.0,22.0,3.0,721.0,3.0,4.0,2.0,323.0,22,Juventus FC,Serie A,right,186.0,Marko Pjaca,Croatia,W
0.0,27.0,21.0,2331.0,7.0,40.0,14.0,2627.0,2.0,12.0,3.0,473.0,6.0,41.0,6.0,2834.0,5.0,42.0,14.0,2851.0,2.0,15.0,3.0,351.0,23,Juventus FC,Serie A,left,183.0,Federico Bernardeschi,Italy,W
7.0,40.0,5.0,3239.0,11.0,43.0,15.0,3435.0,4.0,37.0,6.0,2147.0,8.0,41.0,5.0,2465.0,10.0,45.0,3.0,2907.0,5.0,19.0,4.0,1328.0,29,Juventus FC,Serie A,right,179.0,Juan Cuadrado,Colombia,W
9.0,44.0,18.0,2500.0,12.0,46.0,24.0,3504.0,11.0,58.0,29.0,4192.0,3.0,42.0,38.0,3287.0,4.0,55.0,32.0,4486.0,3.0,22.0,11.0,1805.0,30,Juventus FC,Serie A,right,184.0,Gonzalo Higuaín,Argentina  France,CF
4.0,40.0,22.0,2857.0,10.0,48.0,26.0,3314.0,5.0,43.0,20.0,3078.0,6.0,36.0,13.0,2678.0,8.0,50.0,11.0,3879.0,2.0,18.0,5.0,1433.0,31,Juventus FC,Serie A,right,190.0,Mario Mandzukic,Croatia,CF
9.0,43.0,5.0,2130.0,11.0,51.0,9.0,3286.0,6.0,28.0,2.0,1426.0,11.0,42.0,13.0,2856.0,12.0,49.0,20.0,3767.0,5.0,22.0,8.0,1842.0,26,SSC Napoli,Serie A,right,163.0,Lorenzo Insigne,Italy,W
,,,,,,,,,,,,3.0,30.0,6.0,1701.0,3.0,30.0,4.0,1462.0,1.0,9.0,0.0,123.0,21,SSC Napoli,Serie A,left,172.0,Adam Ounas,Algeria  France,W
4.0,25.0,3.0,1273.0,4.0,32.0,5.0,1967.0,1.0,11.0,0.0,477.0,1.0,28.0,7.0,2185.0,0.0,19.0,2.0,386.0,1.0,4.0,0.0,60.0,32,SSC Napoli,Serie A,right,167.0,Emanuele Giaccherini,Italy,W
,,,,,,,,0.0,9.0,1.0,229.0,,,,,3.0,11.0,6.0,779.0,0.0,2.0,0.0,104.0,19,SSC Napoli,Serie A,right,174.0,Leandrinho,Brazil,W
6.0,41.0,7.0,2036.0,11.0,52.0,20.0,4055.0,7.0,59.0,12.0,4329.0,13.0,47.0,13.0,3389.0,17.0,49.0,17.0,4146.0,4.0,24.0,7.0,1999.0,30,SSC Napoli,Serie A,right,178.0,José Callejón,Spain,W
21.0,39.0,18.0,3220.0,12.0,47.0,13.0,2600.0,12.0,51.0,10.0,3058.0,7.0,40.0,11.0,1682.0,15.0,46.0,34.0,3215.0,8.0,24.0,13.0,2001.0,30,SSC Napoli,Serie A,right,169.0,Dries Mertens,Belgium,CF
5.0,27.0,13.0,1607.0,0.0,21.0,2.0,749.0,10.0,35.0,23.0,2292.0,12.0,42.0,24.0,3275.0,1.0,23.0,8.0,872.0,0.0,5.0,2.0,195.0,23,SSC Napoli,Serie A,left,186.0,Arkadiusz Milik,Poland,CF
1.0,20.0,2.0,955.0,5.0,41.0,12.0,2690.0,2.0,18.0,1.0,672.0,2.0,27.0,5.0,1988.0,0.0,26.0,2.0,1911.0,7.0,21.0,1.0,1446.0,26,AC Milan,Serie A,right,180.0,Fabio Borini,Italy,W
4.0,28.0,2.0,1634.0,9.0,35.0,3.0,2433.0,1.0,7.0,1.0,255.0,2.0,21.0,6.0,1296.0,11.0,37.0,7.0,3120.0,7.0,23.0,7.0,1568.0,24,AC Milan,Serie A,left,177.0,Suso,Spain,W
3.0,16.0,2.0,1178.0,3.0,28.0,5.0,1539.0,2.0,29.0,3.0,1866.0,6.0,30.0,7.0,2463.0,0.0,4.0,0.0,283.0,1.0,1.0,0.0,84.0,27,AC Milan,Serie A,right,175.0,Nnamdi Oduamadi,Nigeria,W
,,,,0.0,26.0,7.0,1012.0,2.0,35.0,7.0,2410.0,6.0,43.0,17.0,3346.0,8.0,44.0,21.0,3399.0,2.0,20.0,8.0,1287.0,22,AC Milan,Serie A,right,184.0,André Silva,Portugal,CF
3.0,29.0,10.0,1668.0,2.0,23.0,7.0,1027.0,2.0,48.0,19.0,2613.0,7.0,46.0,16.0,3214.0,4.0,42.0,20.0,3196.0,3.0,17.0,4.0,1130.0,29,AC Milan,Serie A,both,187.0,Nikola Kalinic,Croatia,CF
,,,,0.0,1.0,0.0,30.0,0.0,21.0,12.0,1462.0,3.0,25.0,14.0,2130.0,3.0,25.0,21.0,2130.0,2.0,20.0,8.0,1054.0,19,AC Milan,Serie A,right,183.0,Patrick Cutrone,Italy,CF
1.0,20.0,1.0,965.0,2.0,20.0,5.0,986.0,6.0,28.0,4.0,2393.0,9.0,34.0,4.0,2539.0,10.0,45.0,10.0,2362.0,2.0,17.0,5.0,1187.0,29,AS Roma,Serie A,right,179.0,Diego Perotti,Argentina  Spain,W
8.0,46.0,19.0,3506.0,0.0,11.0,1.0,502.0,3.0,19.0,3.0,1286.0,3.0,42.0,11.0,2447.0,10.0,44.0,12.0,2325.0,5.0,19.0,6.0,1139.0,25,AS Roma,Serie A,right,178.0,Stephan El Shaarawy,Italy  Egypt,W
,,,,0.0,0.0,0.0,0.0,4.0,29.0,1.0,1867.0,0.0,2.0,0.0,72.0,1.0,12.0,1.0,491.0,0.0,14.0,2.0,510.0,20,AS Roma,Serie A,left,184.0,Gerson,Brazil,W
,,,,,,,,5.0,26.0,5.0,1744.0,4.0,32.0,6.0,2463.0,7.0,43.0,9.0,3292.0,0.0,8.0,0.0,310.0,20,AS Roma,Serie A,left,173.0,Cengiz Ünder,Turkey,W
7.0,45.0,15.0,2505.0,16.0,48.0,26.0,3241.0,4.0,32.0,6.0,1556.0,6.0,39.0,10.0,2555.0,15.0,51.0,39.0,4038.0,3.0,21.0,11.0,1806.0,31,AS Roma,Serie A,both,192.0,Edin Dzeko,Bosnia-Herzegovina,CF
,,,,0.0,2.0,0.0,15.0,0.0,3.0,0.0,31.0,1.0,28.0,7.0,2015.0,5.0,35.0,13.0,1653.0,0.0,4.0,0.0,134.0,21,AS Roma,Serie A,left,187.0,Patrik Schick,Czech Republic,CF
3.0,30.0,3.0,1760.0,5.0,44.0,4.0,3117.0,6.0,36.0,9.0,2826.0,6.0,35.0,7.0,2099.0,5.0,38.0,16.0,2591.0,0.0,10.0,0.0,426.0,26,AS Roma,Serie A,left,179.0,Grégoire Defrel,France  Martinique,CF
2.0,34.0,5.0,1400.0,7.0,38.0,11.0,2586.0,9.0,35.0,7.0,2380.0,6.0,41.0,10.0,2915.0,12.0,42.0,11.0,3042.0,6.0,17.0,7.0,1492.0,28,Inter Milan,Serie A,both,187.0,Ivan Perisic,Croatia,W
6.0,30.0,7.0,2053.0,6.0,34.0,12.0,2585.0,5.0,31.0,12.0,2459.0,4.0,36.0,14.0,2684.0,6.0,40.0,10.0,1994.0,1.0,14.0,1.0,254.0,31,Inter Milan,Serie A,right,178.0,Ăder,Italy  Brazil,W
13.0,49.0,7.0,3697.0,10.0,44.0,12.0,3471.0,15.0,38.0,11.0,2968.0,5.0,44.0,12.0,3141.0,11.0,45.0,8.0,3514.0,7.0,16.0,0.0,1266.0,30,Inter Milan,Serie A,right,181.0,Antonio Candreva,Italy,W
,,,,,,,,,,,,,,,,4.0,36.0,5.0,2263.0,0.0,4.0,0.0,155.0,19,Inter Milan,Serie A,right,185.0,Yann Karamoh,France  Cote d'Ivoire,W
4.0,31.0,10.0,2118.0,2.0,23.0,9.0,1393.0,9.0,48.0,27.0,3875.0,4.0,34.0,16.0,2636.0,7.0,41.0,26.0,3426.0,1.0,17.0,16.0,1444.0,24,Inter Milan,Serie A,right,181.0,Mauro Icardi,Argentina  Italy,CF
,,,,,,,,0.0,4.0,0.0,251.0,0.0,33.0,17.0,1847.0,1.0,31.0,19.0,2422.0,1.0,7.0,7.0,540.0,18,Inter Milan,Serie A,right,185.0,Andrea Pinamonti,Italy,CF
6.0,21.0,3.0,1337.0,0.0,13.0,1.0,740.0,8.0,38.0,12.0,3264.0,13.0,47.0,12.0,3732.0,8.0,26.0,5.0,1930.0,1.0,8.0,1.0,277.0,31,SS Lazio,Serie A,both,177.0,Nani,Portugal  Cape Verde,W
0.0,12.0,0.0,186.0,0.0,27.0,5.0,1712.0,0.0,25.0,18.0,2146.0,1.0,16.0,1.0,1113.0,1.0,20.0,2.0,1099.0,,,,,22,SS Lazio,Serie A,right,180.0,Christopher Oikonomidis,Australia  Greece,W
,,,,,,,,,,,,,,,,0.0,3.0,1.0,80.0,0.0,1.0,0.0,7.0,17,SS Lazio,Serie A,left,172.0,Pedro Neto,Portugal,W
3.0,34.0,5.0,2064.0,3.0,34.0,23.0,2679.0,3.0,34.0,10.0,1671.0,5.0,29.0,9.0,1673.0,7.0,41.0,26.0,3517.0,8.0,19.0,19.0,1491.0,27,SS Lazio,Serie A,right,185.0,Ciro Immobile,Italy,CF
1.0,24.0,6.0,1234.0,1.0,21.0,2.0,982.0,2.0,40.0,12.0,2102.0,0.0,34.0,10.0,2360.0,2.0,29.0,2.0,1342.0,2.0,15.0,4.0,601.0,29,SS Lazio,Serie A,left,183.0,Felipe Caicedo,Ecuador  Spain,CF
3.0,37.0,23.0,3121.0,4.0,29.0,12.0,2457.0,3.0,27.0,9.0,1661.0,2.0,32.0,6.0,1498.0,0.0,18.0,1.0,511.0,0.0,0.0,0.0,0.0,30,SS Lazio,Serie A,left,186.0,Filip Djordjevic,Serbia,CF
,,,,0.0,30.0,11.0,1329.0,0.0,38.0,23.0,3333.0,8.0,24.0,21.0,2175.0,1.0,30.0,9.0,1934.0,0.0,3.0,0.0,247.0,21,SS Lazio,Serie A,right,182.0,Simone Palombi,Italy,CF
2.0,16.0,5.0,1139.0,4.0,27.0,5.0,1296.0,0.0,23.0,1.0,673.0,0.0,13.0,1.0,605.0,0.0,14.0,0.0,230.0,,,,,24,SS Lazio,Serie A,right,190.0,Brayan Perea,Colombia,CF
,,,,,,,,3.0,13.0,3.0,650.0,7.0,28.0,5.0,2011.0,2.0,17.0,1.0,1075.0,0.0,5.0,0.0,298.0,19,ACF Fiorentina,Serie A,right,179.0,Rafik Zekhnini,Norway  Morocco,W
,,,,,,,,0.0,9.0,2.0,380.0,3.0,29.0,8.0,2396.0,4.0,36.0,5.0,2166.0,3.0,16.0,4.0,1313.0,20,ACF Fiorentina,Serie A,right,175.0,Federico Chiesa,Italy,W
,,,,,,,,0.0,2.0,0.0,17.0,1.0,15.0,6.0,1253.0,7.0,39.0,8.0,2972.0,2.0,12.0,1.0,592.0,21,ACF Fiorentina,Serie A,left,183.0,Gil Dias,Portugal,W
0.0,0.0,0.0,0.0,2.0,20.0,4.0,807.0,1.0,28.0,7.0,1673.0,0.0,16.0,5.0,1281.0,2.0,36.0,13.0,2736.0,4.0,18.0,6.0,1451.0,22,ACF Fiorentina,Serie A,right,179.0,Giovanni Simeone,Argentina  Spain,CF
0.0,17.0,2.0,850.0,8.0,42.0,20.0,3348.0,2.0,28.0,9.0,1365.0,1.0,24.0,7.0,1199.0,3.0,31.0,14.0,1764.0,2.0,13.0,4.0,365.0,24,ACF Fiorentina,Serie A,right,185.0,Khouma Babacar,Senegal,CF
6.0,38.0,13.0,3103.0,1.0,34.0,8.0,2497.0,1.0,40.0,13.0,2685.0,3.0,37.0,12.0,2995.0,2.0,33.0,12.0,2500.0,4.0,14.0,7.0,997.0,34,ACF Fiorentina,Serie A,right,189.0,Cyril Théréau,France,CF
,,,,,,,,,,,,10.0,35.0,22.0,3036.0,6.0,42.0,8.0,2893.0,1.0,7.0,0.0,137.0,20,Atalanta BC,Serie A,left,183.0,Riccardo Orsolini,Italy,W
0.0,32.0,15.0,2473.0,3.0,19.0,6.0,1157.0,3.0,27.0,1.0,946.0,0.0,32.0,7.0,2001.0,9.0,36.0,5.0,2739.0,5.0,20.0,4.0,1240.0,22,Atalanta BC,Serie A,left,190.0,Andrea Petagna,Italy,CF
6.0,44.0,20.0,3415.0,0.0,27.0,6.0,1681.0,1.0,33.0,8.0,2795.0,2.0,32.0,6.0,1837.0,9.0,49.0,21.0,3426.0,1.0,14.0,4.0,423.0,24,Atalanta BC,Serie A,left,193.0,Andreas Cornelius,Denmark,CF
,,,,4.0,22.0,5.0,1429.0,0.0,16.0,8.0,821.0,0.0,14.0,7.0,969.0,6.0,27.0,13.0,1781.0,0.0,4.0,0.0,70.0,20,Atalanta BC,Serie A,right,182.0,Luca Vido,Italy,CF
,,,,,,,,0.0,14.0,0.0,498.0,4.0,39.0,3.0,1848.0,7.0,31.0,2.0,2251.0,0.0,10.0,2.0,433.0,22,Torino FC,Serie A,right,175.0,Álex Berenguer,Spain,W
,,,,0.0,6.0,0.0,273.0,1.0,33.0,3.0,1542.0,3.0,16.0,1.0,1347.0,2.0,33.0,3.0,1607.0,0.0,9.0,0.0,147.0,21,Torino FC,Serie A,right,180.0,Lucas Boyé,Argentina  Italy,W
11.0,35.0,8.0,2610.0,4.0,33.0,6.0,2373.0,6.0,33.0,13.0,2437.0,2.0,27.0,3.0,1506.0,8.0,35.0,12.0,2532.0,3.0,18.0,7.0,1367.0,27,Torino FC,Serie A,left,174.0,Iago Falque,Spain,W
,,,,,,,,0.0,29.0,5.0,1739.0,7.0,34.0,13.0,2203.0,0.0,16.0,1.0,494.0,0.0,6.0,1.0,89.0,20,Torino FC,Serie A,left,174.0,Simone Edera,Italy,W
0.0,30.0,12.0,2637.0,4.0,25.0,10.0,1307.0,2.0,39.0,6.0,1381.0,6.0,37.0,12.0,2749.0,8.0,38.0,28.0,3297.0,2.0,15.0,6.0,1350.0,23,Torino FC,Serie A,right,181.0,Andrea Belotti,Italy,CF
1.0,25.0,1.0,1092.0,3.0,31.0,5.0,1780.0,3.0,19.0,5.0,1051.0,5.0,21.0,8.0,1411.0,5.0,34.0,5.0,2377.0,3.0,14.0,1.0,960.0,22,Torino FC,Serie A,right,184.0,M'Baye Niang,Senegal  France,CF
,,,,,,,,0.0,32.0,27.0,2748.0,8.0,25.0,21.0,1758.0,1.0,7.0,0.0,230.0,0.0,3.0,0.0,225.0,20,Torino FC,Serie A,right,192.0,Umar Sadiq,Nigeria,CF
,,,,,,,,0.0,28.0,11.0,1990.0,,,,,3.0,34.0,13.0,2553.0,0.0,0.0,0.0,0.0,19,Torino FC,Serie A,both,190.0,Manuel De Luca,Italy,CF
1.0,31.0,13.0,2407.0,2.0,24.0,8.0,890.0,3.0,31.0,8.0,1136.0,4.0,27.0,8.0,1573.0,5.0,39.0,11.0,3244.0,5.0,14.0,6.0,1150.0,26,UC Sampdoria,Serie A,right,189.0,DuvĂĄn Zapata,Colombia,CF
,,,,4.0,13.0,2.0,303.0,3.0,38.0,7.0,2235.0,1.0,34.0,7.0,1798.0,3.0,33.0,12.0,1654.0,1.0,8.0,5.0,201.0,20,UC Sampdoria,Serie A,right,185.0,Dawid Kownacki,Poland,CF
5.0,35.0,13.0,1551.0,2.0,23.0,4.0,722.0,4.0,46.0,17.0,3468.0,3.0,34.0,8.0,2693.0,4.0,38.0,12.0,2975.0,5.0,16.0,9.0,1302.0,34,UC Sampdoria,Serie A,right,182.0,Fabio Quagliarella,Italy,CF
5.0,36.0,1.0,2582.0,6.0,42.0,10.0,3546.0,3.0,20.0,4.0,1285.0,8.0,41.0,9.0,3041.0,5.0,33.0,5.0,1952.0,1.0,12.0,0.0,407.0,27,US Sassuolo,Serie A,right,183.0,Antonino Ragusa,Italy,W
,,,,,,,,0.0,25.0,10.0,939.0,5.0,30.0,21.0,2343.0,5.0,23.0,12.0,1903.0,1.0,8.0,2.0,578.0,19,US Sassuolo,Serie A,right,176.0,Nicholas Pierini,Italy,W
6.0,39.0,11.0,2428.0,6.0,33.0,17.0,2498.0,13.0,35.0,15.0,2852.0,8.0,32.0,8.0,2451.0,11.0,25.0,10.0,2042.0,2.0,14.0,2.0,1036.0,23,US Sassuolo,Serie A,left,183.0,Domenico Berardi,Italy,W
0.0,33.0,8.0,2627.0,3.0,32.0,6.0,1840.0,7.0,49.0,6.0,3674.0,2.0,29.0,5.0,1071.0,8.0,42.0,8.0,2878.0,2.0,16.0,4.0,1253.0,24,US Sassuolo,Serie A,left,171.0,Matteo Politano,Italy,W
2.0,35.0,10.0,1785.0,1.0,39.0,6.0,2090.0,7.0,26.0,9.0,1507.0,3.0,31.0,7.0,1488.0,0.0,37.0,8.0,1800.0,1.0,14.0,2.0,678.0,33,US Sassuolo,Serie A,right,183.0,Alessandro Matri,Italy,CF
,,,,,,,,1.0,3.0,0.0,162.0,0.0,4.0,0.0,151.0,1.0,27.0,7.0,1955.0,0.0,3.0,1.0,110.0,18,US Sassuolo,Serie A,both,195.0,Gianluca Scamacca,Italy,CF
1.0,28.0,4.0,2131.0,0.0,15.0,0.0,809.0,5.0,48.0,7.0,2708.0,3.0,24.0,2.0,1651.0,1.0,21.0,7.0,1268.0,0.0,4.0,0.0,132.0,24,Genoa CFC,Serie A,right,174.0,Ricardo Centurión,Argentina  Italy,W
1.0,8.0,1.0,198.0,3.0,27.0,5.0,1088.0,0.0,23.0,4.0,1560.0,8.0,23.0,4.0,1364.0,2.0,32.0,2.0,2378.0,0.0,4.0,0.0,230.0,33,Genoa CFC,Serie A,right,180.0,Raffaele Palladino,Italy,W
0.0,23.0,3.0,1476.0,0.0,13.0,4.0,790.0,1.0,22.0,1.0,809.0,8.0,38.0,11.0,2947.0,0.0,31.0,2.0,1389.0,1.0,6.0,0.0,299.0,23,Genoa CFC,Serie A,left,175.0,Federico Ricci,Italy,W
2.0,17.0,1.0,865.0,3.0,31.0,13.0,2271.0,9.0,41.0,24.0,3444.0,12.0,46.0,30.0,4044.0,4.0,29.0,8.0,1362.0,0.0,9.0,1.0,359.0,27,Genoa CFC,Serie A,left,178.0,Gianluca Lapadula,Italy  Peru,CF
,,,,,,,,,,,,0.0,19.0,0.0,817.0,0.0,22.0,9.0,1208.0,0.0,5.0,2.0,271.0,16,Genoa CFC,Serie A,right,196.0,Pietro Pellegri,Italy,CF
0.0,1.0,0.0,26.0,5.0,24.0,17.0,1686.0,,,,,5.0,33.0,8.0,1872.0,1.0,30.0,6.0,1316.0,,,,,30,Genoa CFC,Serie A,left,173.0,Giuseppe Rossi,Italy  United States,CF
0.0,25.0,14.0,1916.0,4.0,43.0,16.0,2989.0,2.0,30.0,7.0,1466.0,5.0,40.0,13.0,2245.0,10.0,37.0,13.0,3095.0,1.0,9.0,2.0,502.0,29,Genoa CFC,Serie A,right,190.0,Andrej Galabinov,Bulgaria,CF
1.0,5.0,1.0,409.0,2.0,36.0,3.0,1313.0,0.0,4.0,0.0,235.0,1.0,29.0,5.0,1911.0,0.0,21.0,0.0,602.0,0.0,4.0,0.0,168.0,24,Udinese Calcio,Serie A,right,181.0,Ryder Matos,Brazil  Italy,W
0.0,6.0,1.0,254.0,2.0,12.0,2.0,1140.0,1.0,22.0,5.0,1713.0,0.0,27.0,1.0,1321.0,1.0,18.0,0.0,451.0,1.0,9.0,4.0,754.0,21,Udinese Calcio,Serie A,right,178.0,Nabil Jaadi,Morocco  Belgium,W
2.0,21.0,1.0,1589.0,4.0,35.0,4.0,2637.0,4.0,29.0,2.0,1009.0,1.0,29.0,1.0,1491.0,4.0,35.0,4.0,2447.0,5.0,16.0,3.0,1175.0,23,Udinese Calcio,Serie A,right,180.0,Rodrigo de Paul,Argentina  Italy,W
,,,,0.0,5.0,0.0,105.0,1.0,17.0,5.0,664.0,2.0,9.0,1.0,565.0,0.0,7.0,1.0,234.0,1.0,1.0,0.0,14.0,21,Udinese Calcio,Serie A,left,174.0,Ewandro,Brazil,W
,,,,0.0,14.0,5.0,649.0,1.0,29.0,13.0,1942.0,1.0,27.0,4.0,1482.0,1.0,18.0,1.0,1055.0,1.0,3.0,1.0,103.0,19,Udinese Calcio,Serie A,left,189.0,Svante Ingelsson,Sweden,W
0.0,0.0,0.0,0.0,1.0,21.0,3.0,774.0,9.0,34.0,17.0,2614.0,6.0,51.0,11.0,3175.0,6.0,48.0,20.0,3165.0,0.0,6.0,0.0,96.0,23,Udinese Calcio,Serie A,left,189.0,Riad Bajić,Bosnia-Herzegovina,CF
,,,,,,,,3.0,30.0,5.0,1167.0,4.0,39.0,5.0,1639.0,5.0,47.0,14.0,3468.0,4.0,15.0,6.0,1087.0,25,Udinese Calcio,Serie A,left,181.0,Kevin Lasagna,Italy,CF
1.0,20.0,8.0,1334.0,1.0,28.0,6.0,1117.0,1.0,22.0,6.0,1280.0,0.0,13.0,3.0,642.0,1.0,27.0,6.0,1065.0,1.0,8.0,1.0,377.0,22,Udinese Calcio,Serie A,right,192.0,Stipe Perica,Croatia,CF
2.0,18.0,5.0,960.0,2.0,24.0,2.0,1250.0,3.0,37.0,12.0,1967.0,3.0,29.0,6.0,1296.0,0.0,18.0,3.0,564.0,2.0,13.0,6.0,1029.0,33,Udinese Calcio,Serie A,right,185.0,Maxi López,Argentina  Italy,CF
8.0,34.0,6.0,2555.0,6.0,26.0,8.0,2121.0,6.0,37.0,7.0,2985.0,9.0,44.0,8.0,3675.0,8.0,38.0,2.0,2878.0,1.0,5.0,0.0,193.0,25,Bologna FC 1909,Serie A,left,178.0,Ladislav Krejcí,Czech Republic,W
,,,,,,,,,,,,,,,,2.0,30.0,15.0,1697.0,0.0,12.0,7.0,446.0,19,Bologna FC 1909,Serie A,right,178.0,Orji Okwonkwo,Nigeria,W
4.0,26.0,0.0,1494.0,7.0,42.0,6.0,2584.0,3.0,28.0,3.0,1564.0,1.0,21.0,4.0,874.0,5.0,29.0,6.0,2214.0,4.0,17.0,5.0,1397.0,25,Bologna FC 1909,Serie A,both,174.0,Simone Verdi,Italy,W
0.0,31.0,4.0,2553.0,0.0,14.0,0.0,802.0,4.0,29.0,5.0,1496.0,5.0,38.0,8.0,2877.0,4.0,27.0,5.0,1306.0,0.0,10.0,1.0,798.0,23,Bologna FC 1909,Serie A,right,171.0,Federico Di Francesco,Italy,W
3.0,26.0,11.0,1537.0,2.0,24.0,15.0,1515.0,0.0,34.0,8.0,1892.0,2.0,27.0,8.0,2135.0,2.0,33.0,11.0,2728.0,3.0,13.0,2.0,740.0,26,Bologna FC 1909,Serie A,right,182.0,Mattia Destro,Italy,CF
3.0,29.0,11.0,2245.0,3.0,25.0,2.0,832.0,5.0,39.0,13.0,3198.0,4.0,37.0,6.0,2129.0,3.0,40.0,12.0,2771.0,,,,,24,Bologna FC 1909,Serie A,left,196.0,Felipe Avenatti,Uruguay  Spain,CF
0.0,12.0,3.0,970.0,0.0,12.0,3.0,899.0,1.0,27.0,5.0,1101.0,8.0,34.0,8.0,2088.0,0.0,29.0,3.0,1652.0,1.0,9.0,0.0,332.0,23,Bologna FC 1909,Serie A,right,193.0,Bruno Petkovic,Croatia,CF
8.0,39.0,22.0,2889.0,7.0,39.0,19.0,3270.0,9.0,41.0,12.0,3104.0,4.0,30.0,3.0,1524.0,3.0,20.0,2.0,767.0,2.0,13.0,2.0,955.0,35,Bologna FC 1909,Serie A,right,176.0,Rodrigo Palacio,Argentina  Spain,CF
3.0,35.0,11.0,2026.0,6.0,42.0,25.0,3392.0,4.0,22.0,7.0,835.0,3.0,26.0,15.0,2036.0,0.0,20.0,4.0,961.0,0.0,13.0,4.0,1033.0,29,Cagliari Calcio,Serie A,right,188.0,Leonardo Pavoletti,Italy,CF
4.0,30.0,12.0,1963.0,2.0,31.0,6.0,2134.0,4.0,30.0,9.0,1912.0,7.0,31.0,11.0,2206.0,4.0,35.0,8.0,2431.0,0.0,13.0,1.0,653.0,30,Cagliari Calcio,Serie A,right,169.0,Marco Sau,Italy,CF
,,,,8.0,32.0,6.0,2118.0,10.0,45.0,14.0,3553.0,10.0,31.0,10.0,2107.0,1.0,12.0,4.0,617.0,0.0,3.0,0.0,192.0,30,Cagliari Calcio,Serie A,right,184.0,Federico Melchiorri,Italy,CF
3.0,21.0,5.0,1298.0,2.0,33.0,13.0,2697.0,2.0,29.0,7.0,1467.0,8.0,33.0,9.0,1893.0,0.0,22.0,1.0,810.0,0.0,6.0,0.0,207.0,26,Cagliari Calcio,Serie A,right,181.0,Niccolò Giannetti,Italy,CF
0.0,30.0,10.0,2172.0,2.0,30.0,3.0,1242.0,2.0,29.0,5.0,1539.0,1.0,30.0,3.0,1318.0,7.0,43.0,4.0,2730.0,0.0,9.0,0.0,257.0,23,Chievo Verona,Serie A,right,172.0,Luca Garritano,Italy,W
0.0,3.0,0.0,36.0,0.0,18.0,2.0,748.0,1.0,12.0,0.0,213.0,1.0,11.0,1.0,519.0,3.0,23.0,1.0,1088.0,,,,,22,Chievo Verona,Serie A,right,182.0,Massimiliano Gatto,Italy,W
,,,,,,,,,,,,0.0,22.0,15.0,1620.0,2.0,23.0,6.0,1640.0,0.0,10.0,2.0,847.0,17,Chievo Verona,Serie A,right,175.0,Emanuel Vignato,Italy  Brazil,W
0.0,32.0,13.0,2653.0,2.0,22.0,2.0,654.0,2.0,27.0,6.0,1004.0,3.0,26.0,3.0,1377.0,4.0,37.0,12.0,2220.0,2.0,17.0,7.0,1430.0,26,Chievo Verona,Serie A,right,186.0,Roberto Inglese,Italy,CF
4.0,26.0,5.0,1280.0,3.0,22.0,6.0,1263.0,4.0,27.0,2.0,919.0,3.0,36.0,15.0,2790.0,4.0,31.0,10.0,1879.0,0.0,9.0,1.0,177.0,22,Chievo Verona,Serie A,right,183.0,Mariusz Stepinski,Poland,CF
0.0,25.0,6.0,1384.0,0.0,23.0,1.0,844.0,1.0,28.0,7.0,1147.0,0.0,20.0,5.0,1069.0,2.0,31.0,10.0,1738.0,1.0,10.0,2.0,324.0,38,Chievo Verona,Serie A,right,175.0,Sergio Pellissier,Italy,CF
